https://www.youtube.com/watch?v=kNDuRlodnFI;Third World;Mr Reggae Ambassador
https://www.youtube.com/watch?v=Bsc8rvyNR6Y;Deepsky;Stargazer (X-Cabs Remix) (1999)
https://www.youtube.com/watch?v=dpckd4806sM;Deepsky;Stargazer (Original Mix)
https://www.youtube.com/watch?v=uvw72kFnIvI;Romanthony's Nightvision;Never Fuck (Paul van Dyk Late Night Club Mix)
https://www.youtube.com/watch?v=IKTpcA802Po;Cosmos;Take Me With You (TILT'S Spaced Out Remix)
